timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1553630657806,1123,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658498,7,7,http://localhost:8081/algorithm/NaiveBayes,1123,0,1
1553630657316,1624,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658498,7,7,http://localhost:8081/algorithm/NaiveBayes,1624,0,1
1553630655824,3124,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658522,7,7,http://localhost:8081/algorithm/NaiveBayes,3124,0,2
1553630656304,2644,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658522,7,7,http://localhost:8081/algorithm/NaiveBayes,2644,0,2
1553630656806,2142,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658482,7,7,http://localhost:8081/algorithm/NaiveBayes,2142,0,5
1553630658309,1083,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658538,8,8,http://localhost:8081/algorithm/NaiveBayes,1083,0,2
1553630658953,692,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658522,8,8,http://localhost:8081/algorithm/NaiveBayes,692,0,0
1553630658805,1079,HTTP Request Scenario 3,200,OK,Thread Group 1-7,text,true,,313,3658466,9,9,http://localhost:8081/algorithm/NaiveBayes,1079,0,0
1553630658961,1576,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,1576,0,1
1553630658938,1860,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,1860,0,10
1553630658945,1950,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658458,10,10,http://localhost:8081/algorithm/NaiveBayes,1950,0,1
1553630658969,1971,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,1971,0,1
1553630659646,1726,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658458,10,10,http://localhost:8081/algorithm/NaiveBayes,1726,0,1
1553630659314,2206,HTTP Request Scenario 3,200,OK,Thread Group 1-8,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,2206,0,1
1553630660896,948,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,948,0,0
1553630660304,1541,HTTP Request Scenario 3,200,OK,Thread Group 1-10,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,1541,0,2
1553630660539,1454,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,1454,0,1
1553630659392,2647,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,2647,0,1
1553630660941,1424,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658482,10,10,http://localhost:8081/algorithm/NaiveBayes,1424,0,1
1553630659885,2746,HTTP Request Scenario 3,200,OK,Thread Group 1-7,text,true,,313,3658482,10,10,http://localhost:8081/algorithm/NaiveBayes,2746,0,1
1553630659800,2967,HTTP Request Scenario 3,200,OK,Thread Group 1-9,text,true,,313,3658490,10,10,http://localhost:8081/algorithm/NaiveBayes,2967,0,2
1553630660799,2292,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,2292,0,0
1553630661374,2251,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658530,10,10,http://localhost:8081/algorithm/NaiveBayes,2251,0,2
1553630661521,2177,HTTP Request Scenario 3,200,OK,Thread Group 1-8,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,2177,0,1
1553630661845,2827,HTTP Request Scenario 3,200,OK,Thread Group 1-10,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,2827,0,1
1553630662367,2322,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,2322,0,5
1553630662631,2068,HTTP Request Scenario 3,200,OK,Thread Group 1-7,text,true,,313,3658490,10,10,http://localhost:8081/algorithm/NaiveBayes,2068,0,1
1553630662768,2116,HTTP Request Scenario 3,200,OK,Thread Group 1-9,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,2116,0,1
1553630662040,2846,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658514,10,10,http://localhost:8081/algorithm/NaiveBayes,2846,0,3
1553630661994,2971,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658506,10,10,http://localhost:8081/algorithm/NaiveBayes,2971,0,4
1553630661845,3280,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,3280,0,0
1553630663092,2351,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658506,10,10,http://localhost:8081/algorithm/NaiveBayes,2351,0,1
1553630663698,2139,HTTP Request Scenario 3,200,OK,Thread Group 1-8,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,2138,0,1
1553630663626,4207,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,4207,0,1
1553630665127,3115,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,3115,0,0
1553630664966,3365,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,3365,0,0
1553630664887,3509,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658514,10,10,http://localhost:8081/algorithm/NaiveBayes,3509,0,0
1553630665445,3261,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,3261,0,0
1553630664884,3846,HTTP Request Scenario 3,200,OK,Thread Group 1-9,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,3846,0,1
1553630664700,4123,HTTP Request Scenario 3,200,OK,Thread Group 1-7,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,4123,0,1
1553630665838,3246,HTTP Request Scenario 3,200,OK,Thread Group 1-8,text,true,,313,3658530,10,10,http://localhost:8081/algorithm/NaiveBayes,3246,0,1
1553630664690,4472,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658482,10,10,http://localhost:8081/algorithm/NaiveBayes,4472,0,0
1553630664672,5219,HTTP Request Scenario 3,200,OK,Thread Group 1-10,text,true,,313,3658498,10,10,http://localhost:8081/algorithm/NaiveBayes,5219,0,1
1553630668243,2452,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658514,10,10,http://localhost:8081/algorithm/NaiveBayes,2451,0,0
1553630667834,3843,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658466,10,10,http://localhost:8081/algorithm/NaiveBayes,3843,0,1
1553630668332,3888,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658530,10,10,http://localhost:8081/algorithm/NaiveBayes,3888,0,1
1553630669164,4057,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,4057,0,1
1553630668397,5059,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658490,10,10,http://localhost:8081/algorithm/NaiveBayes,5059,0,1
1553630668706,4981,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,4981,0,1
1553630669893,3977,HTTP Request Scenario 3,200,OK,Thread Group 1-10,text,true,,313,3658514,10,10,http://localhost:8081/algorithm/NaiveBayes,3977,0,0
1553630668731,5507,HTTP Request Scenario 3,200,OK,Thread Group 1-9,text,true,,313,3658482,10,10,http://localhost:8081/algorithm/NaiveBayes,5507,0,3
1553630668825,5619,HTTP Request Scenario 3,200,OK,Thread Group 1-7,text,true,,313,3658498,10,10,http://localhost:8081/algorithm/NaiveBayes,5619,0,0
1553630672220,2239,HTTP Request Scenario 3,200,OK,Thread Group 1-2,text,true,,313,3658458,10,10,http://localhost:8081/algorithm/NaiveBayes,2239,0,1
1553630669084,5379,HTTP Request Scenario 3,200,OK,Thread Group 1-8,text,true,,313,3658498,10,10,http://localhost:8081/algorithm/NaiveBayes,5379,0,1
1553630671676,3165,HTTP Request Scenario 3,200,OK,Thread Group 1-3,text,true,,313,3658506,10,10,http://localhost:8081/algorithm/NaiveBayes,3165,0,1
1553630670694,5448,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658522,10,10,http://localhost:8081/algorithm/NaiveBayes,5448,0,0
1553630673456,3841,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658490,10,10,http://localhost:8081/algorithm/NaiveBayes,3841,0,2
1553630673221,4393,HTTP Request Scenario 3,200,OK,Thread Group 1-1,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,4393,0,1
1553630673869,4233,HTTP Request Scenario 3,200,OK,Thread Group 1-10,text,true,,313,3658538,10,10,http://localhost:8081/algorithm/NaiveBayes,4233,0,1
1553630674237,4391,HTTP Request Scenario 3,200,OK,Thread Group 1-9,text,true,,313,3658506,10,10,http://localhost:8081/algorithm/NaiveBayes,4391,0,2
1553630674462,4616,HTTP Request Scenario 3,200,OK,Thread Group 1-8,text,true,,313,3658458,10,10,http://localhost:8081/algorithm/NaiveBayes,4615,0,1
1553630674443,5897,HTTP Request Scenario 3,200,OK,Thread Group 1-7,text,true,,313,3658458,10,10,http://localhost:8081/algorithm/NaiveBayes,5897,0,1
1553630673687,7245,HTTP Request Scenario 3,200,OK,Thread Group 1-5,text,true,,313,3658482,10,10,http://localhost:8081/algorithm/NaiveBayes,7245,0,1
1553630678103,3333,HTTP Request Scenario 3,200,OK,Thread Group 1-10,text,true,,313,3658514,10,10,http://localhost:8081/algorithm/NaiveBayes,3333,0,0
1553630676143,5979,HTTP Request Scenario 3,200,OK,Thread Group 1-4,text,true,,313,3658474,10,10,http://localhost:8081/algorithm/NaiveBayes,5979,0,1
1553630677297,5352,HTTP Request Scenario 3,200,OK,Thread Group 1-6,text,true,,313,3658530,10,10,http://localhost:8081/algorithm/NaiveBayes,5352,0,1
